City Name,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Iskateley,67.6803,53.1512,-25.94,85,100,13.94,RU,1612669535
Upata,8.0086,-62.3989,75.0,89,100,4.0,VE,1612669310
Pisco,-13.7,-76.2167,69.8,83,75,3.44,PE,1612669464
Upernavik,72.7868,-56.1549,19.54,76,20,6.51,GL,1612669296
Zakamensk,50.3741,103.2863,10.9,86,39,3.06,RU,1612669535
Lindon,40.3433,-111.7208,39.2,45,40,6.91,US,1612669535
Vardø,70.3705,31.1107,26.01,92,99,27.96,NO,1612669535
Kaeng Khoi,14.5862,100.9976,93.0,40,0,3.0,TH,1612669290
Labuan,5.2767,115.2417,86.0,74,20,3.44,MY,1612669535
Kalengwa,-13.4659,25.0027,64.0,99,100,4.09,ZM,1612669536
‘Āhuimanu,21.4447,-157.8378,78.8,50,20,11.5,US,1612669536
Nantucket,41.2835,-70.0995,37.99,75,1,9.22,US,1612669423
Menongue,-14.6585,17.691,64.45,94,100,4.47,AO,1612669536
Buluang,13.3068,123.3425,86.59,61,26,5.21,PH,1612669536
Mamlyutka,54.9375,68.5394,12.2,79,75,31.32,KZ,1612669536
Ayan,56.45,138.1667,2.61,89,100,12.62,RU,1612669536
Bubaque,11.2833,-15.8333,77.0,52,51,23.06,GW,1612669463
Alofi,-19.0595,-169.9187,84.2,79,100,10.36,NU,1612669517
Pochutla,15.7432,-96.4661,72.09,82,4,3.13,MX,1612669301
Ust-Tsilma,65.441,52.1498,-31.5,81,100,9.19,RU,1612669536
Hasaki,35.7333,140.8333,64.0,31,20,6.91,JP,1612669330
Guarujá,-23.9931,-46.2564,75.99,26,54,7.36,BR,1612669537
Bilibino,68.0546,166.4372,-4.76,77,0,3.04,RU,1612669520
Bulancak,40.9372,38.2291,46.4,76,0,3.49,TR,1612669537
Kahului,20.8947,-156.47,75.2,57,20,8.05,US,1612669496
Leland,34.2563,-78.0447,44.6,76,90,11.5,US,1612669537
Palestine,31.9216,35.2033,54.0,94,0,4.61,PS,1612669537
Dosso,13.049,3.1937,72.3,21,23,10.38,NE,1612669537
Saint-Leu,-21.15,55.2833,81.0,62,27,1.86,RE,1612669537
Rosita,13.9268,-84.4032,70.95,96,0,0.27,NI,1612669537
Guerrero Negro,27.9769,-114.0611,61.95,60,0,7.52,MX,1612669537
Sambava,-14.2667,50.1667,76.46,86,89,4.27,MG,1612669510
Codrington,-38.2667,141.9667,62.67,59,86,15.3,AU,1612669353
Fort-Shevchenko,44.5086,50.263,39.69,76,87,12.24,KZ,1612669537
Lüderitz,-26.6481,15.1594,67.05,74,0,25.97,NA,1612669537
Japura,-0.3167,102.35,88.32,54,78,4.5,ID,1612669537
Grand Gaube,-20.0064,57.6608,80.01,82,1,3.0,MU,1612669538
Mangaratiba,-22.9597,-44.0406,69.8,94,75,5.75,BR,1612669538
Tocopilla,-22.092,-70.1979,67.01,69,14,0.58,CL,1612669538
Bambanglipuro,-7.95,110.2833,89.37,58,8,1.23,ID,1612669523
Newnan,33.3807,-84.7997,41.0,93,90,16.11,US,1612669538
Laas,46.6166,10.7002,39.0,100,90,6.91,IT,1612669470
Lianzhou,24.7811,112.3825,82.2,31,0,4.14,CN,1612669281
Arrondissement de Morlaix,48.5833,-4.0,39.2,87,75,5.75,FR,1612669538
Coquimbo,-29.9533,-71.3436,59.0,82,0,4.61,CL,1612669538
Umeå,63.8284,20.2597,6.8,92,0,8.05,SE,1612669538
Sungai Raya,0.7,108.9,85.86,66,63,9.17,ID,1612669280
Kletnya,53.3897,33.2171,3.2,78,75,8.95,RU,1612669538
Fort Nelson,58.8053,-122.7002,-25.6,68,1,2.3,CA,1612669372
Ghanzi,-21.5667,21.7833,65.59,96,91,9.04,BW,1612669539
Carbonia,39.1672,8.5222,66.2,59,20,6.91,IT,1612669539
Umm Kaddadah,13.6017,26.6876,54.68,40,0,12.91,SD,1612669474
Wawa,9.9022,4.4192,73.02,30,40,0.76,NG,1612669539
Ponta Delgada,37.7333,-25.6667,59.0,94,75,17.27,PT,1612669539
Gewanē,10.1664,40.6453,69.31,64,97,7.72,ET,1612669539
San Vicente,-26.6167,-54.1333,57.49,97,0,3.71,AR,1612669539
Midyat,37.4247,41.3393,41.0,87,0,6.91,TR,1612669539
Telimele,10.9167,-13.3333,66.74,28,85,1.97,GN,1612669539
San Antonio,29.4241,-98.4936,60.8,25,1,6.91,US,1612669491
Lorengau,-2.0226,147.2712,84.96,73,91,6.91,PG,1612669539
Haines Junction,60.7522,-137.5108,-20.2,76,34,1.14,CA,1612669539
Aiken,33.5835,-81.5998,39.99,93,90,16.11,US,1612668941
Abu Samrah,35.3029,37.1841,48.25,75,0,5.55,SY,1612669540
Oussouye,12.485,-16.5469,66.2,59,0,6.91,SN,1612669540
Fortuna Foothills,32.6578,-114.4119,66.2,27,1,10.36,US,1612669540
Nang Rong,14.6377,102.7914,78.8,83,0,4.61,TH,1612669540
Richards Bay,-28.783,32.0377,72.81,86,62,8.23,ZA,1612669540
Iqaluit,63.7506,-68.5145,24.8,68,90,5.75,CA,1612669540
The Valley,18.217,-63.0578,78.8,78,75,11.5,AI,1612669540
Marsá Maţrūḩ,31.3525,27.2453,48.2,93,0,6.91,EG,1612669540
Moose Factory,51.2585,-80.6094,-5.8,77,90,5.75,CA,1612669540
Teya,60.3778,92.6267,26.02,95,81,9.98,RU,1612669540
La Grande,45.3246,-118.0877,42.01,60,90,6.91,US,1612669540
Sananduva,-27.9497,-51.8067,54.23,87,0,5.19,BR,1612669540
San Patricio,28.017,-97.5169,64.4,67,1,5.75,US,1612669541
Puerto Escondido,15.85,-97.0667,76.87,75,0,5.93,MX,1612669541
Sola,-13.8833,167.55,87.8,76,75,7.65,VU,1612669541
Lola,7.8,-8.5333,71.44,92,95,3.33,GN,1612669541
Ziarat,30.3823,67.7282,48.07,46,0,1.83,PK,1612669541
Maromitsa,59.8683,48.0123,-10.88,89,100,10.96,RU,1612669541
Pervomayskoye,43.919,46.7102,39.09,82,100,3.11,RU,1612669541
Red Bluff,40.1785,-122.2358,57.2,51,1,3.44,US,1612669541
Laguna,38.421,-121.4238,52.0,71,1,3.47,US,1612669541
Iguape,-24.7081,-47.5553,72.48,82,30,7.09,BR,1612669541
Ngorongoro,-3.2397,35.4875,55.13,100,100,2.01,TZ,1612669541
Big Spring,32.2504,-101.4787,52.0,26,1,8.05,US,1612669541
Ovalle,-30.5983,-71.2003,54.77,80,0,0.54,CL,1612669449
Lucapa,-8.4192,20.7447,65.39,97,100,1.54,AO,1612669542
Zhangzhou,24.5133,117.6556,71.6,60,0,4.47,CN,1612669400
Bogale,16.2833,95.4,85.95,44,0,6.58,MM,1612669542
Saint-Augustin,51.226,-58.6502,28.67,96,99,23.51,CA,1612669542
Poronaysk,49.2167,143.1167,5.0,90,12,2.82,RU,1612669542
Anchorage,61.2181,-149.9003,15.8,85,90,1.7,US,1612669313
Kautokeino,69.0125,23.0412,15.08,93,100,9.51,NO,1612669542
Barra de Tecoanapa,16.5167,-98.75,75.56,76,0,5.08,MX,1612669542
Tommot,58.9564,126.2925,-9.53,84,100,0.65,RU,1612669542
Conceição do Araguaia,-8.2578,-49.2647,72.01,97,100,3.71,BR,1612669542
Sokodé,8.9833,1.1333,77.0,36,62,1.12,TG,1612669542
Keetmanshoop,-26.5833,18.1333,68.67,44,0,5.88,NA,1612669542
Porteirinha,-15.7433,-43.0283,68.85,95,94,3.04,BR,1612669543
Flinders,-34.5833,150.8552,82.0,60,75,13.8,AU,1612669543
Hauknes,66.2833,14.0667,7.38,88,0,3.47,NO,1612669543
Poplar Bluff,36.757,-90.3929,32.0,93,90,10.36,US,1612669449
Trail,49.0998,-117.7022,33.8,93,99,4.61,CA,1612669543
Beyneu,45.3167,55.2,32.83,88,100,6.31,KZ,1612669543
Nísia Floresta,-6.0911,-35.2086,77.0,88,40,4.61,BR,1612669543
Sulangan,11.1373,123.7228,81.1,81,66,12.57,PH,1612669543
Zabaykal'sk,49.6333,117.3167,-3.05,87,100,5.93,RU,1612669543
Östersund,63.1792,14.6357,10.4,92,90,8.05,SE,1612669543
Elmadağ,39.9208,33.2308,30.2,93,0,1.14,TR,1612669543
Poya,-21.35,165.15,81.63,70,29,5.61,NC,1612669535
Price,39.5994,-110.8107,33.8,47,1,3.44,US,1612669544
Togur,58.3631,82.8265,28.58,97,100,15.66,RU,1612669544
Smidovich,48.6,133.8167,-1.79,88,100,2.93,RU,1612669544
Olinda,-8.0089,-34.8553,78.8,73,40,3.44,BR,1612669544
Roald,62.5833,6.1333,26.6,63,2,12.66,NO,1612669544
Chiang Klang,19.2938,100.8617,77.0,65,0,2.3,TH,1612669544
Gunnedah,-30.9833,150.25,82.0,51,31,1.99,AU,1612669544
Lalian,31.8241,72.7997,62.51,36,0,3.38,PK,1612669544
Zemio,5.0314,25.1361,62.83,28,46,6.33,CF,1612669544
Rundu,-17.9333,19.7667,67.15,93,60,3.29,NA,1612669445
Torres,-29.3353,-49.7269,66.22,87,81,4.76,BR,1612669527
Port-Gentil,-0.7193,8.7815,81.32,79,89,12.73,GA,1612669450
Qui Nhon,13.7667,109.2333,75.2,78,56,8.61,VN,1612669545
Pokaran,26.9167,71.9167,67.6,24,0,7.29,IN,1612669545
Namatanai,-3.6667,152.4333,85.6,65,75,7.85,PG,1612669317
Galle,6.0367,80.217,80.98,77,74,3.2,LK,1612669545
Mumford,5.2618,-0.759,79.77,87,10,11.74,GH,1612669545
Santa Lucía,27.9117,-15.5407,62.01,77,75,12.66,ES,1612669545
Kapit,2.0167,112.9333,84.49,80,100,2.04,MY,1612669545
Mayskiy,47.6931,40.1025,17.6,86,20,6.71,RU,1612669545
Ternate,0.8,127.4,81.86,76,100,6.33,ID,1612669545
Albeşti-Paleologu,44.95,26.2167,32.0,100,90,11.5,RO,1612669545
Weinan,34.5036,109.5089,53.01,30,0,6.71,CN,1612669545
Palafrugell,41.9174,3.1631,51.01,87,75,6.22,ES,1612669545
Ouango,4.3133,22.5552,60.98,35,2,2.35,CF,1612669546
Lappeenranta,61.0587,28.1887,12.99,84,76,1.01,FI,1612669546
Rawson,-43.3002,-65.1023,58.71,65,61,15.86,AR,1612669546
Sangar,63.9242,127.4739,-28.5,80,19,11.27,RU,1612669546
Belaya Gora,68.5333,146.4167,-29.74,82,0,0.51,RU,1612669546
Pāsighāt,28.0667,95.3333,74.35,23,9,2.71,IN,1612669546
La Providencia,28.7167,-111.5833,57.99,51,2,3.0,MX,1612669546
Lazurne,46.084,32.5295,24.8,74,0,11.18,UA,1612669546
Tevaitoa,-16.7833,-151.5,82.58,66,0,9.66,PF,1612669546
Shitanjing,39.2342,106.3439,32.14,73,0,1.32,CN,1612669384
Diamantino,-14.4086,-56.4461,72.54,92,70,4.14,BR,1612669546
Pimentel,-6.8367,-79.9342,69.01,87,100,5.99,PE,1612669546
Mazagão,-0.115,-51.2894,78.8,94,40,6.91,BR,1612669546
Puerto Peñasco,31.3167,-113.5333,62.01,57,0,1.99,MX,1612669547
Pathein,16.7833,94.7333,86.47,43,10,7.47,MM,1612669547
Saint-Pierre,-21.3393,55.4781,82.4,69,0,4.61,RE,1612669465
Tarauacá,-8.1614,-70.7656,74.12,95,100,1.32,BR,1612669547
Mataram,-8.5833,116.1167,87.8,70,20,8.05,ID,1612669547
Praia da Vitória,38.7333,-27.0667,60.8,82,40,15.01,PT,1612669547
Gonzaga,44.9498,10.8209,48.99,93,100,1.01,IT,1612669547
Praxédis Guerrero,31.3667,-106.0167,55.4,16,1,5.75,MX,1612669547
Bahía Solano,6.2262,-77.4044,79.12,86,100,0.56,CO,1612669547
Londoko,49.0333,131.9833,1.06,81,80,3.76,RU,1612669547
Camăr,47.3,22.6167,39.0,93,75,3.44,RO,1612669547
Rancho Palos Verdes,33.7445,-118.387,59.0,61,0,3.0,US,1612669293
Nam Som,17.7704,102.1895,82.0,50,0,4.61,TH,1612669547
Mahon,39.8885,4.2658,53.6,87,20,8.05,ES,1612669528
Careiro da Várzea,-3.2003,-59.8119,78.8,89,0,4.61,BR,1612669548
Riwaka,-41.0833,173.0,68.41,56,36,7.27,NZ,1612669548
Tazovsky,67.4667,78.7,-23.21,85,82,11.65,RU,1612669548
Varhaug,58.6147,5.6457,15.01,92,0,1.14,NO,1612669548
Suoyarvi,62.0833,32.35,12.42,95,100,8.95,RU,1612669548
Cooma,-36.2333,149.1333,71.6,40,21,6.91,AU,1612669548
Rača,44.2271,20.9775,33.8,100,0,1.14,RS,1612669548
Berezovyy,51.6667,135.7,8.35,89,100,6.33,RU,1612669548
Santa Maria,-29.6842,-53.8069,64.4,100,0,2.3,BR,1612669548
Mwinilunga,-11.7358,24.4293,63.66,97,100,6.91,ZM,1612669548
Husavik,66.0449,-17.3389,32.0,74,90,5.75,IS,1612669498
Salalah,17.0151,54.0924,73.4,68,75,3.44,OM,1612669312
Toftlund,55.1886,9.0693,27.0,74,75,16.11,DK,1612669548
Crateús,-5.1783,-40.6775,73.49,68,0,2.84,BR,1612669548
Smolenka,52.1352,113.4974,-2.2,60,55,2.24,RU,1612669549
Carutapera,-1.195,-46.02,77.54,87,77,5.12,BR,1612669451
Dharapuram,10.7333,77.5167,71.6,73,20,4.61,IN,1612669549
Sept-Îles,50.2001,-66.3821,26.6,68,96,12.66,CA,1612669538
Flin Flon,54.7682,-101.865,-31.4,82,2,8.32,CA,1612669549
Novouzensk,50.4592,48.1431,12.52,89,99,15.41,RU,1612669549
Simplício Mendes,-7.8539,-41.9103,73.4,84,95,2.48,BR,1612669549
Rongcheng,30.634,117.8517,63.72,53,32,4.16,CN,1612669549
Great Bend,38.3645,-98.7648,10.99,85,1,10.36,US,1612669549
Camargo,27.6667,-105.1667,55.96,35,0,4.72,MX,1612669549
Arman',59.7,150.1667,15.96,85,100,16.98,RU,1612669549
Lata,40.1629,-8.3327,48.99,86,25,2.66,PT,1612669550
Haimen,23.1935,116.6142,68.0,68,20,4.47,CN,1612669550
Bida,9.0833,6.0167,73.78,21,98,5.19,NG,1612669550
Taree,-31.9,152.4667,82.99,57,75,10.36,AU,1612669550
Mt. Pleasant,32.7941,-79.8626,48.0,100,90,4.61,US,1612669507
Verāval,20.9,70.3667,74.52,29,0,16.02,IN,1612669550
Qandala,11.472,49.8728,75.15,70,27,0.92,SO,1612669519
Daru,-9.0763,143.2092,91.42,58,13,7.27,PG,1612669546
Huanren,41.2647,125.3667,22.55,85,50,5.82,CN,1612669550
